company,skill,skill_category,postings_with_skill,n_skilled,share,rest_with_skill,rest_n_skilled,rest_share,diff,diff_ci_low,diff_ci_high,log_lift,p_value,supported,q_value,significant,vendor_relation,self_referential
snowflake,Vue.js,Web / Frontend,0,459,0.0,1,2504,0.0004,-0.0004,-0.0023,0.0079,0.86,0.6684941636939816,False,0.71343,False,,False
snowflake,Ansible,DevOps / Infrastructure,5,459,0.0109,16,2504,0.0064,0.0045,-0.0029,0.0191,0.86,0.2903665020966865,True,0.42402,False,,False
snowflake,macOS,OS / Shell,1,459,0.0022,4,2504,0.0016,0.0006,-0.0025,0.0107,0.86,0.7803283786631932,False,0.81231,False,,False
snowflake,Kotlin,Programming Language,1,459,0.0022,4,2504,0.0016,0.0006,-0.0025,0.0107,0.86,0.7803283786631932,False,0.81231,False,,False
snowflake,Groovy,Programming Language,0,459,0.0,1,2504,0.0004,-0.0004,-0.0023,0.0079,0.86,0.6684941636939816,False,0.71343,False,,False
snowflake,Flutter,Web / Frontend,0,459,0.0,1,2504,0.0004,-0.0004,-0.0023,0.0079,0.86,0.6684941636939816,False,0.71343,False,,False
snowflake,Django,Web / Frontend,0,459,0.0,1,2504,0.0004,-0.0004,-0.0023,0.0079,0.86,0.6684941636939816,False,0.71343,False,,False
snowflake,CUDA,ML / AI,0,459,0.0,1,2504,0.0004,-0.0004,-0.0023,0.0079,0.86,0.6684941636939816,False,0.71343,False,,False
snowflake,Microsoft Access,Database,0,459,0.0,1,2504,0.0004,-0.0004,-0.0023,0.0079,0.86,0.6684941636939816,False,0.71343,False,,False
snowflake,Firebase,Cloud Platform,0,459,0.0,1,2504,0.0004,-0.0004,-0.0023,0.0079,0.86,0.6684941636939816,False,0.71343,False,,False
snowflake,BigQuery,Cloud Platform,23,459,0.0501,73,2504,0.0292,0.021,0.0029,0.0456,0.8,0.019754142285550034,True,0.04919,True,,False
snowflake,JavaScript,Programming Language,43,459,0.0937,142,2504,0.0567,0.037,0.0116,0.0683,0.733,0.0026153722251770002,True,0.0083,True,,False
snowflake,Angular,Web / Frontend,6,459,0.0131,21,2504,0.0084,0.0047,-0.0036,0.0201,0.719,0.3314938449165381,True,0.44548,False,,False
snowflake,Express,Web / Frontend,9,459,0.0196,31,2504,0.0124,0.0072,-0.0034,0.0248,0.716,0.21738612722455372,True,0.37041,False,,False
snowflake,Unix,OS / Shell,5,459,0.0109,18,2504,0.0072,0.0037,-0.0038,0.0183,0.695,0.4057472942871831,True,0.49076,False,,False
snowflake,Bash,OS / Shell,8,459,0.0174,29,2504,0.0116,0.0058,-0.0041,0.0228,0.65,0.2996697156383182,True,0.42762,False,,False
snowflake,Puppet,DevOps / Infrastructure,3,459,0.0065,12,2504,0.0048,0.0017,-0.0039,0.0144,0.609,0.6284765729391695,True,0.71343,False,,False
snowflake,MySQL,Database,8,459,0.0174,30,2504,0.012,0.0054,-0.0045,0.0224,0.602,0.34024789793031324,True,0.44548,False,,False
snowflake,Azure,Cloud Platform,137,459,0.2985,509,2504,0.2033,0.0952,0.052,0.1412,0.555,5.599817981667762e-06,True,3e-05,True,,False
snowflake,Ruby,Programming Language,4,459,0.0087,18,2504,0.0072,0.0015,-0.0052,0.0153,0.406,0.7262509787901535,True,0.76862,False,,False
snowflake,C++,Programming Language,100,459,0.2179,431,2504,0.1721,0.0457,0.0072,0.0882,0.343,0.018830334473700153,True,0.04783,True,,False
snowflake,GraphQL,Web / Frontend,3,459,0.0065,15,2504,0.006,0.0005,-0.0052,0.0133,0.298,0.8900262802936202,True,0.90427,False,,False
snowflake,Kafka,Data Engineering,32,459,0.0697,145,2504,0.0579,0.0118,-0.0104,0.0402,0.283,0.3264011772034289,True,0.44548,False,,False
snowflake,SQL,Programming Language,287,459,0.6253,1420,2504,0.5671,0.0582,0.0091,0.1055,0.14,0.020410001410532615,True,0.04985,True,,False
snowflake,Flask,Web / Frontend,0,459,0.0,2,2504,0.0008,-0.0008,-0.0029,0.0075,0.123,0.5447202580371238,False,0.6289,False,,False
snowflake,Shell,OS / Shell,5,459,0.0109,29,2504,0.0116,-0.0007,-0.0087,0.0141,0.022,0.8987281844433701,True,0.90586,False,,False
snowflake,Jupyter,Data Science Libraries,2,459,0.0044,13,2504,0.0052,-0.0008,-0.0057,0.0108,0.012,0.8168847410132732,True,0.84345,False,,False
snowflake,Git,DevOps / Infrastructure,16,459,0.0349,89,2504,0.0355,-0.0007,-0.0162,0.0213,0.006,0.9418504508293141,True,0.94185,False,,False
snowflake,C,Programming Language,20,459,0.0436,115,2504,0.0459,-0.0024,-0.02,0.0216,-0.049,0.8240948784413256,True,0.84403,False,,False
snowflake,Spark,Data Engineering,94,459,0.2048,577,2504,0.2304,-0.0256,-0.064,0.0168,-0.166,0.22764365303889464,True,0.37041,False,,False
snowflake,Python,Programming Language,248,459,0.5403,1692,2504,0.6757,-0.1354,-0.1846,-0.0867,-0.323,2.0307034764533184e-08,True,0.0,True,,False
snowflake,NLTK,ML / AI,0,459,0.0,3,2504,0.0012,-0.0012,-0.0035,0.0071,-0.362,0.45812266198601453,False,0.53872,False,,False
snowflake,Ruby on Rails,Web / Frontend,0,459,0.0,3,2504,0.0012,-0.0012,-0.0035,0.0071,-0.362,0.45812266198601453,False,0.53872,False,,False
snowflake,Swift,Programming Language,0,459,0.0,3,2504,0.0012,-0.0012,-0.0035,0.0071,-0.362,0.45812266198601453,False,0.53872,False,,False
snowflake,PyTorch,ML / AI,21,459,0.0458,158,2504,0.0631,-0.0173,-0.036,0.0075,-0.437,0.15155941992747174,True,0.27497,False,,False
snowflake,Scala,Programming Language,50,459,0.1089,372,2504,0.1486,-0.0396,-0.0688,-0.0051,-0.438,0.025527131305665817,True,0.06117,False,,False
snowflake,Oracle,Database,6,459,0.0131,48,2504,0.0192,-0.0061,-0.0155,0.0098,-0.454,0.36930533274633137,True,0.47811,False,,False
snowflake,PowerPoint,Office / Productivity,1,459,0.0022,11,2504,0.0044,-0.0022,-0.0061,0.008,-0.493,0.4922839234394274,True,0.57358,False,,False
snowflake,Linux,OS / Shell,19,459,0.0414,154,2504,0.0615,-0.0201,-0.038,0.0039,-0.541,0.09122877359190783,True,0.17555,False,,False
snowflake,TensorFlow,ML / AI,22,459,0.0479,190,2504,0.0759,-0.0279,-0.0474,-0.0024,-0.637,0.032707313815936966,True,0.07552,False,,False
snowflake,MXNet,ML / AI,0,459,0.0,4,2504,0.0016,-0.0016,-0.0041,0.0068,-0.725,0.3915193717387904,False,0.47811,False,,False
snowflake,Hugging Face,ML / AI,0,459,0.0,4,2504,0.0016,-0.0016,-0.0041,0.0068,-0.725,0.3915193717387904,False,0.47811,False,,False
snowflake,NLP,ML / AI,0,459,0.0,4,2504,0.0016,-0.0016,-0.0041,0.0068,-0.725,0.3915193717387904,False,0.47811,False,,False
snowflake,ETL,Data Engineering,0,459,0.0,4,2504,0.0016,-0.0016,-0.0041,0.0068,-0.725,0.3915193717387904,False,0.47811,False,,False
snowflake,Data Modelling,Data Engineering,0,459,0.0,4,2504,0.0016,-0.0016,-0.0041,0.0068,-0.725,0.3915193717387904,False,0.47811,False,,False
snowflake,Ubuntu,OS / Shell,0,459,0.0,4,2504,0.0016,-0.0016,-0.0041,0.0068,-0.725,0.3915193717387904,False,0.47811,False,,False
snowflake,GitHub,DevOps / Infrastructure,3,459,0.0065,37,2504,0.0148,-0.0082,-0.0152,0.0049,-0.976,0.15961989633211393,True,0.28552,False,,False
snowflake,Splunk,DevOps / Infrastructure,1,459,0.0022,16,2504,0.0064,-0.0042,-0.0086,0.0061,-1.014,0.2721553509461256,True,0.41643,False,,False
snowflake,.NET,Web / Frontend,0,459,0.0,5,2504,0.002,-0.002,-0.0047,0.0064,-1.014,0.33797887259828424,False,0.44548,False,,False
snowflake,Assembly,Programming Language,0,459,0.0,5,2504,0.002,-0.002,-0.0047,0.0064,-1.014,0.33797887259828424,False,0.44548,False,,False
snowflake,Cognos,Analytics / BI,0,459,0.0,5,2504,0.002,-0.002,-0.0047,0.0064,-1.014,0.33797887259828424,False,0.44548,False,,False
snowflake,GDPR,Governance / Compliance,0,459,0.0,5,2504,0.002,-0.002,-0.0047,0.0064,-1.014,0.33797887259828424,False,0.44548,False,,False
snowflake,LLM,ML / AI,0,459,0.0,5,2504,0.002,-0.002,-0.0047,0.0064,-1.014,0.33797887259828424,False,0.44548,False,,False
snowflake,Objective-C,Programming Language,0,459,0.0,6,2504,0.0024,-0.0024,-0.0052,0.006,-1.255,0.2938118530058375,False,0.42402,False,,False
snowflake,Qlik,Analytics / BI,0,459,0.0,6,2504,0.0024,-0.0024,-0.0052,0.006,-1.255,0.2938118530058375,False,0.42402,False,,False
snowflake,Rust,Programming Language,0,459,0.0,6,2504,0.0024,-0.0024,-0.0052,0.006,-1.255,0.2938118530058375,False,0.42402,False,,False
snowflake,Neo4j,Database,0,459,0.0,6,2504,0.0024,-0.0024,-0.0052,0.006,-1.255,0.2938118530058375,False,0.42402,False,,False
snowflake,Hadoop,Data Engineering,31,459,0.0675,412,2504,0.1645,-0.097,-0.1217,-0.0668,-1.266,8.443581060441816e-08,True,0.0,True,,False
snowflake,R,Programming Language,56,459,0.122,813,2504,0.3247,-0.2027,-0.2353,-0.165,-1.403,1.8208910789921475e-18,True,0.0,True,,False
snowflake,MongoDB,Database,3,459,0.0065,50,2504,0.02,-0.0134,-0.021,-0.0,-1.406,0.04593973055375535,True,0.10041,False,,False
snowflake,Colocation,Facilities / Data Centre,0,459,0.0,7,2504,0.0028,-0.0028,-0.0058,0.0056,-1.462,0.25675209878967314,False,0.39765,False,,False
snowflake,VBA,Programming Language,0,459,0.0,7,2504,0.0028,-0.0028,-0.0058,0.0056,-1.462,0.25675209878967314,False,0.39765,False,,False
snowflake,Computer Vision,ML / AI,0,459,0.0,7,2504,0.0028,-0.0028,-0.0058,0.0056,-1.462,0.25675209878967314,False,0.39765,False,,False
snowflake,Tableau,Analytics / BI,14,459,0.0305,229,2504,0.0915,-0.061,-0.078,-0.0382,-1.539,1.2134383582421771e-05,True,5e-05,True,,False
snowflake,Machine Learning,ML / AI,12,459,0.0261,203,2504,0.0811,-0.0549,-0.0708,-0.0334,-1.58,3.045023570395289e-05,True,0.00012,True,,False
snowflake,Spring,Web / Frontend,0,459,0.0,8,2504,0.0032,-0.0032,-0.0063,0.0053,-1.642,0.22527884445829716,False,0.37041,False,,False
snowflake,Plotly,Data Science Libraries,0,459,0.0,8,2504,0.0032,-0.0032,-0.0063,0.0053,-1.642,0.22527884445829716,False,0.37041,False,,False
snowflake,Alteryx,Analytics / BI,0,459,0.0,8,2504,0.0032,-0.0032,-0.0063,0.0053,-1.642,0.22527884445829716,False,0.37041,False,,False
snowflake,Deep Learning,ML / AI,0,459,0.0,8,2504,0.0032,-0.0032,-0.0063,0.0053,-1.642,0.22527884445829716,False,0.37041,False,,False
snowflake,NoSQL,Database,4,459,0.0087,91,2504,0.0363,-0.0276,-0.0373,-0.0126,-1.901,0.002010344260350779,True,0.0069,True,,False
snowflake,Perl,Programming Language,4,459,0.0087,92,2504,0.0367,-0.028,-0.0377,-0.013,-1.916,0.0018237379874562986,True,0.00643,True,,False
snowflake,Julia,Programming Language,0,459,0.0,10,2504,0.004,-0.004,-0.0073,0.0045,-1.947,0.1750359962626753,True,0.30874,False,,False
snowflake,Keras,ML / AI,1,459,0.0022,32,2504,0.0128,-0.0106,-0.0161,0.0001,-1.992,0.046647311006926866,True,0.10041,False,,False
snowflake,SQL Server,Database,1,459,0.0022,35,2504,0.014,-0.0118,-0.0175,-0.001,-2.12,0.03390916342252818,True,0.0769,False,,False
snowflake,GitLab,DevOps / Infrastructure,0,459,0.0,13,2504,0.0052,-0.0052,-0.0089,0.0034,-2.31,0.12184146298466748,True,0.22756,False,,False
snowflake,Generative AI,ML / AI,0,459,0.0,17,2504,0.0068,-0.0068,-0.0108,0.0019,-2.684,0.07666616588261806,True,0.14979,False,,False
snowflake,Seaborn,Data Science Libraries,0,459,0.0,17,2504,0.0068,-0.0068,-0.0108,0.0019,-2.684,0.07666616588261806,True,0.14979,False,,False
snowflake,PowerShell,OS / Shell,0,459,0.0,18,2504,0.0072,-0.0072,-0.0113,0.0015,-2.764,0.06845483504370231,True,0.14022,False,,False
snowflake,Power BI,Analytics / BI,2,459,0.0044,100,2504,0.0399,-0.0356,-0.0446,-0.0222,-2.884,0.00012131487618734177,True,0.00047,True,,False
snowflake,Elasticsearch,Database,0,459,0.0,20,2504,0.008,-0.008,-0.0123,0.0008,-2.912,0.05470521872056021,True,0.11504,False,,False
snowflake,PHP,Programming Language,1,459,0.0022,61,2504,0.0244,-0.0222,-0.0292,-0.0108,-2.912,0.002270928232043657,True,0.0074,True,,False
snowflake,Looker,Analytics / BI,2,459,0.0044,116,2504,0.0463,-0.042,-0.0515,-0.0283,-3.097,2.3683565144622492e-05,True,0.0001,True,,False
snowflake,Google Sheets,Analytics / BI,0,459,0.0,24,2504,0.0096,-0.0096,-0.0142,-0.0007,-3.17,0.03520331310706606,True,0.07844,False,,False
snowflake,SharePoint,Office / Productivity,0,459,0.0,25,2504,0.01,-0.01,-0.0147,-0.0011,-3.227,0.03157062442743477,True,0.07425,False,,False
snowflake,Microsoft Outlook,Office / Productivity,0,459,0.0,34,2504,0.0136,-0.0136,-0.0189,-0.0044,-3.663,0.012041322974039243,True,0.03121,True,,False
snowflake,ggplot2,Data Science Libraries,0,459,0.0,35,2504,0.014,-0.014,-0.0194,-0.0048,-3.705,0.010833505798998364,True,0.02927,True,,False
snowflake,HTML,Web / Frontend,0,459,0.0,37,2504,0.0148,-0.0148,-0.0203,-0.0055,-3.784,0.008774727039338948,True,0.02423,True,,False
snowflake,SPSS,Analytics / BI,0,459,0.0,39,2504,0.0156,-0.0156,-0.0212,-0.0063,-3.859,0.007112589301003816,True,0.02007,True,,False
snowflake,Microsoft Word,Office / Productivity,0,459,0.0,39,2504,0.0156,-0.0156,-0.0212,-0.0063,-3.859,0.007112589301003816,True,0.02007,True,,False
snowflake,dplyr,Data Science Libraries,0,459,0.0,43,2504,0.0172,-0.0172,-0.0231,-0.0078,-3.998,0.004682227538892715,True,0.01383,True,,False
snowflake,Matplotlib,Data Science Libraries,0,459,0.0,46,2504,0.0184,-0.0184,-0.0244,-0.0089,-4.094,0.003426719493603095,True,0.01036,True,,False
snowflake,CSS,Web / Frontend,0,459,0.0,48,2504,0.0192,-0.0192,-0.0253,-0.0096,-4.155,0.0027844240070455445,True,0.00862,True,,False
snowflake,SAP,Analytics / BI,0,459,0.0,50,2504,0.02,-0.02,-0.0262,-0.0104,-4.213,0.0022633801001176574,True,0.0074,True,,False
snowflake,Databricks,Cloud Platform,3,459,0.0065,418,2504,0.1669,-0.1604,-0.1761,-0.1416,-4.457,1.4549833308956985e-19,True,0.0,True,,False
snowflake,C#,Programming Language,1,459,0.0022,292,2504,0.1166,-0.1144,-0.1277,-0.0988,-5.162,4.346232819926404e-14,True,0.0,True,,False
snowflake,MATLAB,Programming Language,0,459,0.0,124,2504,0.0495,-0.0495,-0.0587,-0.0381,-5.515,1.1125552837378443e-06,True,1e-05,True,,False
snowflake,SAS,Analytics / BI,0,459,0.0,138,2504,0.0551,-0.0551,-0.0648,-0.0434,-5.669,2.5920324706966504e-07,True,0.0,True,,False
