company,skill,skill_category,postings_with_skill,n_skilled,share,rest_with_skill,rest_n_skilled,rest_share,diff,diff_ci_low,diff_ci_high,log_lift,p_value,supported,q_value,significant,vendor_relation,self_referential
nvidia,MongoDB,Database,9,232,0.0388,44,2731,0.0161,0.0227,0.0036,0.0562,1.324,0.012334079102422707,True,0.03333,True,,False
nvidia,Redshift,Cloud Platform,8,232,0.0345,40,2731,0.0146,0.0198,0.0021,0.0521,1.299,0.021580697830994856,True,0.05171,False,,False
nvidia,VMware,Cloud Platform,5,232,0.0216,26,2731,0.0095,0.012,-0.001,0.0401,1.283,0.08378837627640287,True,0.16371,False,,False
nvidia,Elasticsearch,Database,3,232,0.0129,17,2731,0.0062,0.0067,-0.0026,0.0312,1.23,0.23104506799121313,True,0.37619,False,,False
nvidia,Plotly,Data Science Libraries,1,232,0.0043,7,2731,0.0026,0.0017,-0.0027,0.0215,1.23,0.6224631844753162,False,0.69958,False,,False
nvidia,Keras,ML / AI,5,232,0.0216,28,2731,0.0103,0.0113,-0.0018,0.0394,1.178,0.11538873518664128,True,0.21551,False,,False
nvidia,NumPy,Data Science Libraries,12,232,0.0517,66,2731,0.0242,0.0276,0.0047,0.0644,1.14,0.011835533068125681,True,0.03268,True,,False
nvidia,Unix,OS / Shell,3,232,0.0129,20,2731,0.0073,0.0056,-0.0038,0.0301,1.001,0.35011337620778893,True,0.53572,False,,False
nvidia,NoSQL,Database,13,232,0.056,82,2731,0.03,0.026,0.0019,0.0639,0.94,0.030854865307763137,True,0.06997,False,,False
nvidia,C,Programming Language,18,232,0.0776,117,2731,0.0428,0.0347,0.0056,0.077,0.884,0.014833173468094743,True,0.039,True,,False
nvidia,pandas,Data Science Libraries,22,232,0.0948,153,2731,0.056,0.0388,0.0061,0.0841,0.781,0.016082373117810814,True,0.04085,True,,False
nvidia,NLTK,ML / AI,0,232,0.0,3,2731,0.0011,-0.0011,-0.0032,0.0152,0.744,0.613499733507662,False,0.69566,False,,False
nvidia,Angular,Web / Frontend,3,232,0.0129,24,2731,0.0088,0.0041,-0.0054,0.0287,0.744,0.5237512306410304,True,0.6466,False,,False
nvidia,Ruby on Rails,Web / Frontend,0,232,0.0,3,2731,0.0011,-0.0011,-0.0032,0.0152,0.744,0.613499733507662,False,0.69566,False,,False
nvidia,Swift,Programming Language,0,232,0.0,3,2731,0.0011,-0.0011,-0.0032,0.0152,0.744,0.613499733507662,False,0.69566,False,,False
nvidia,HTML,Web / Frontend,4,232,0.0172,33,2731,0.0121,0.0052,-0.0064,0.0316,0.655,0.497003883891317,True,0.64659,False,,False
nvidia,Oracle,Database,6,232,0.0259,48,2731,0.0176,0.0083,-0.0068,0.038,0.652,0.3650204885947946,True,0.53904,False,,False
nvidia,Cassandra,Database,6,232,0.0259,48,2731,0.0176,0.0083,-0.0068,0.038,0.652,0.3650204885947946,True,0.53904,False,,False
nvidia,PowerPoint,Office / Productivity,1,232,0.0043,11,2731,0.004,0.0003,-0.0045,0.0201,0.613,0.9481352056811065,True,0.96331,False,,False
nvidia,Go,Programming Language,29,232,0.125,243,2731,0.089,0.036,-0.0022,0.0858,0.506,0.0681091712382145,True,0.1418,False,,False
nvidia,C++,Programming Language,54,232,0.2328,477,2731,0.1747,0.0581,0.0062,0.1182,0.42,0.026751655227394193,True,0.06177,False,,False
nvidia,Spark,Data Engineering,68,232,0.2931,603,2731,0.2208,0.0723,0.0152,0.1357,0.412,0.011529630139146176,True,0.03254,True,,False
nvidia,Hugging Face,ML / AI,0,232,0.0,4,2731,0.0015,-0.0015,-0.0038,0.0148,0.382,0.5596782501628816,False,0.67056,False,,False
nvidia,Shell,OS / Shell,3,232,0.0129,31,2731,0.0114,0.0016,-0.0082,0.0262,0.382,0.8282721231745671,True,0.85521,False,,False
nvidia,ETL,Data Engineering,0,232,0.0,4,2731,0.0015,-0.0015,-0.0038,0.0148,0.382,0.5596782501628816,False,0.67056,False,,False
nvidia,Data Modelling,Data Engineering,0,232,0.0,4,2731,0.0015,-0.0015,-0.0038,0.0148,0.382,0.5596782501628816,False,0.67056,False,,False
nvidia,Perl,Programming Language,9,232,0.0388,87,2731,0.0319,0.0069,-0.0127,0.0407,0.348,0.5667199278789646,True,0.67265,False,,False
nvidia,MySQL,Database,3,232,0.0129,35,2731,0.0128,0.0001,-0.0097,0.0248,0.209,0.9880531628828818,True,0.98854,False,,False
nvidia,Airflow,Data Engineering,8,232,0.0345,87,2731,0.0319,0.0026,-0.0158,0.0352,0.188,0.827426594482944,True,0.85521,False,,False
nvidia,scikit-learn,ML / AI,14,232,0.0603,149,2731,0.0546,0.0058,-0.02,0.045,0.186,0.710569624119183,True,0.78559,False,,False
nvidia,macOS,OS / Shell,0,232,0.0,5,2731,0.0018,-0.0018,-0.0043,0.0145,0.092,0.5142197625102576,False,0.64659,False,,False
nvidia,.NET,Web / Frontend,0,232,0.0,5,2731,0.0018,-0.0018,-0.0043,0.0145,0.092,0.5142197625102576,False,0.64659,False,,False
nvidia,Cognos,Analytics / BI,0,232,0.0,5,2731,0.0018,-0.0018,-0.0043,0.0145,0.092,0.5142197625102576,False,0.64659,False,,False
nvidia,Kotlin,Programming Language,0,232,0.0,5,2731,0.0018,-0.0018,-0.0043,0.0145,0.092,0.5142197625102576,False,0.64659,False,,False
nvidia,AWS,Cloud Platform,32,232,0.1379,371,2731,0.1358,0.0021,-0.0387,0.0539,0.037,0.9291840501473256,True,0.95166,False,,False
nvidia,PowerShell,OS / Shell,1,232,0.0043,17,2731,0.0062,-0.0019,-0.0071,0.0179,0.007,0.7186360620243575,True,0.78678,False,,False
nvidia,Python,Programming Language,152,232,0.6552,1788,2731,0.6547,0.0005,-0.0652,0.0614,-0.0,0.9885359220508715,True,0.98854,False,,False
nvidia,Hadoop,Data Engineering,32,232,0.1379,411,2731,0.1505,-0.0126,-0.0535,0.0394,-0.111,0.6064165322580005,True,0.69566,False,,False
nvidia,Power BI,Analytics / BI,7,232,0.0302,95,2731,0.0348,-0.0046,-0.0218,0.0268,-0.119,0.7113640430417634,True,0.78559,False,,False
nvidia,Neo4j,Database,0,232,0.0,6,2731,0.0022,-0.0022,-0.0048,0.0141,-0.149,0.4748197132907435,False,0.63476,False,,False
nvidia,Rust,Programming Language,0,232,0.0,6,2731,0.0022,-0.0022,-0.0048,0.0141,-0.149,0.4748197132907435,False,0.63476,False,,False
nvidia,Qlik,Analytics / BI,0,232,0.0,6,2731,0.0022,-0.0022,-0.0048,0.0141,-0.149,0.4748197132907435,False,0.63476,False,,False
nvidia,Objective-C,Programming Language,0,232,0.0,6,2731,0.0022,-0.0022,-0.0048,0.0141,-0.149,0.4748197132907435,False,0.63476,False,,False
nvidia,Redis,Database,1,232,0.0043,20,2731,0.0073,-0.003,-0.0083,0.0169,-0.221,0.5994347396242834,True,0.69566,False,,False
nvidia,Tableau,Analytics / BI,16,232,0.069,227,2731,0.0831,-0.0142,-0.0424,0.0271,-0.234,0.4506431536573166,True,0.62892,False,,False
nvidia,Scala,Programming Language,26,232,0.1121,396,2731,0.145,-0.0329,-0.07,0.0158,-0.352,0.16821072300731396,True,0.30088,False,,False
nvidia,Computer Vision,ML / AI,0,232,0.0,7,2731,0.0026,-0.0026,-0.0053,0.0138,-0.355,0.4400844500534728,False,0.62101,False,,False
nvidia,Colocation,Facilities / Data Centre,0,232,0.0,7,2731,0.0026,-0.0026,-0.0053,0.0138,-0.355,0.4400844500534728,False,0.62101,False,,False
nvidia,VBA,Programming Language,0,232,0.0,7,2731,0.0026,-0.0026,-0.0053,0.0138,-0.355,0.4400844500534728,False,0.62101,False,,False
nvidia,Machine Learning,ML / AI,13,232,0.056,202,2731,0.074,-0.0179,-0.0432,0.0207,-0.355,0.31212919274207385,True,0.49679,False,,False
nvidia,Node.js,Web / Frontend,1,232,0.0043,23,2731,0.0084,-0.0041,-0.0096,0.0158,-0.418,0.502377230701601,True,0.64659,False,,False
nvidia,Java,Programming Language,39,232,0.1681,651,2731,0.2384,-0.0703,-0.1159,-0.0146,-0.492,0.015048799763925712,True,0.039,True,,False
nvidia,Spring,Web / Frontend,0,232,0.0,8,2731,0.0029,-0.0029,-0.0058,0.0134,-0.536,0.40908978754487596,False,0.59718,False,,False
nvidia,React,Web / Frontend,4,232,0.0172,78,2731,0.0286,-0.0113,-0.0239,0.0155,-0.573,0.3129394886725866,True,0.49679,False,,False
nvidia,CSS,Web / Frontend,2,232,0.0086,46,2731,0.0168,-0.0082,-0.0166,0.0144,-0.666,0.34085033225185335,True,0.5279,False,,False
nvidia,Julia,Programming Language,0,232,0.0,10,2731,0.0037,-0.0037,-0.0067,0.0127,-0.841,0.3558792323663532,True,0.53806,False,,False
nvidia,GCP,Cloud Platform,10,232,0.0431,240,2731,0.0879,-0.0448,-0.0673,-0.0089,-0.966,0.01848637450771701,True,0.04603,True,,False
nvidia,MicroStrategy,Analytics / BI,0,232,0.0,11,2731,0.004,-0.004,-0.0072,0.0124,-0.972,0.33280862389647814,True,0.52181,False,,False
nvidia,Microsoft Word,Office / Productivity,1,232,0.0043,38,2731,0.0139,-0.0096,-0.0158,0.0104,-1.13,0.2178538553650899,True,0.3689,False,,False
nvidia,TypeScript,Programming Language,2,232,0.0086,71,2731,0.026,-0.0174,-0.0265,0.0055,-1.286,0.10116689482128038,True,0.19176,False,,False
nvidia,SQL,Programming Language,53,232,0.2284,1654,2731,0.6056,-0.3772,-0.4298,-0.3161,-1.399,6.296668846517357e-29,True,0.0,True,,False
nvidia,Azure,Cloud Platform,19,232,0.0819,627,2731,0.2296,-0.1477,-0.1807,-0.1025,-1.457,1.69070497832458e-07,True,0.0,True,,False
nvidia,Generative AI,ML / AI,0,232,0.0,17,2731,0.0062,-0.0062,-0.0099,0.0102,-1.578,0.22812831458236668,True,0.37619,False,,False
nvidia,Seaborn,Data Science Libraries,0,232,0.0,17,2731,0.0062,-0.0062,-0.0099,0.0102,-1.578,0.22812831458236668,True,0.37619,False,,False
nvidia,GraphQL,Web / Frontend,0,232,0.0,18,2731,0.0066,-0.0066,-0.0104,0.0099,-1.658,0.2148477399424881,True,0.36873,False,,False
nvidia,JavaScript,Programming Language,4,232,0.0172,181,2731,0.0663,-0.049,-0.0635,-0.0214,-1.782,0.0030404498680545386,True,0.00942,True,,False
nvidia,Google Sheets,Analytics / BI,0,232,0.0,24,2731,0.0088,-0.0088,-0.013,0.0078,-2.063,0.15166118079946336,True,0.27516,False,,False
nvidia,SharePoint,Office / Productivity,0,232,0.0,25,2731,0.0092,-0.0092,-0.0135,0.0074,-2.121,0.14333029117354779,True,0.26381,False,,False
nvidia,Excel,Analytics / BI,9,232,0.0388,493,2731,0.1805,-0.1417,-0.1653,-0.1056,-2.147,3.298949820828625e-08,True,0.0,True,,False
nvidia,Windows,OS / Shell,2,232,0.0086,135,2731,0.0494,-0.0408,-0.0516,-0.0173,-2.209,0.004484485614345741,True,0.01324,True,,False
nvidia,Databricks,Cloud Platform,6,232,0.0259,415,2731,0.152,-0.1261,-0.1458,-0.094,-2.447,1.2822371846425726e-07,True,0.0,True,,False
nvidia,Microsoft Outlook,Office / Productivity,0,232,0.0,34,2731,0.0124,-0.0124,-0.0173,0.0042,-2.557,0.08738778018920502,True,0.16816,False,,False
nvidia,ggplot2,Data Science Libraries,0,232,0.0,35,2731,0.0128,-0.0128,-0.0178,0.0039,-2.598,0.08281301605591274,True,0.16371,False,,False
nvidia,SQL Server,Database,0,232,0.0,36,2731,0.0132,-0.0132,-0.0182,0.0035,-2.638,0.0784929048067006,True,0.15823,False,,False
nvidia,SPSS,Analytics / BI,0,232,0.0,39,2731,0.0143,-0.0143,-0.0195,0.0024,-2.752,0.06690924636123946,True,0.14162,False,,False
nvidia,Express,Web / Frontend,0,232,0.0,40,2731,0.0146,-0.0146,-0.0199,0.0021,-2.788,0.0634617304861198,True,0.1366,False,,False
nvidia,dplyr,Data Science Libraries,0,232,0.0,43,2731,0.0157,-0.0157,-0.0211,0.001,-2.891,0.054195518573199784,True,0.12075,False,,False
nvidia,R,Programming Language,9,232,0.0388,860,2731,0.3149,-0.2761,-0.3015,-0.2387,-2.95,7.408082371508351e-19,True,0.0,True,,False
nvidia,PHP,Programming Language,0,232,0.0,62,2731,0.0227,-0.0227,-0.029,-0.0057,-3.414,0.020374718704679304,True,0.04976,True,,False
nvidia,BigQuery,Cloud Platform,0,232,0.0,96,2731,0.0352,-0.0352,-0.0427,-0.0177,-4.041,0.0036941969066055405,True,0.01117,True,,False
nvidia,Looker,Analytics / BI,0,232,0.0,118,2731,0.0432,-0.0432,-0.0515,-0.0255,-4.337,0.0012331980558327486,True,0.00392,True,,False
nvidia,MATLAB,Programming Language,0,232,0.0,124,2731,0.0454,-0.0454,-0.0539,-0.0276,-4.408,0.0009140919625764932,True,0.00305,True,,False
nvidia,SAS,Analytics / BI,0,232,0.0,138,2731,0.0505,-0.0505,-0.0594,-0.0326,-4.562,0.00045396647903410333,True,0.0018,True,,False
nvidia,Snowflake,Cloud Platform,1,232,0.0043,492,2731,0.1802,-0.1758,-0.1911,-0.1517,-4.807,5.042186284865613e-12,True,0.0,True,,False
nvidia,C#,Programming Language,0,232,0.0,293,2731,0.1073,-0.1073,-0.1195,-0.0876,-5.646,1.4749566801405394e-07,True,0.0,True,,False
